id,title,description,availability,condition,price,link,image_link,brand,product_type
WVR-DF-120-20-30,STEJAR THERMAL PAD 120X20X3.0MM 12.8 W/MK EXTREME ALTO RENDIMIENTO,"Pad térmico de alto rendimiento con conductividad térmica de 12.8 W/mK, no conductor de electricidad y no tóxico. Medida de 120x20 mm con espesor de 3.0 mm, fácil de cortar e instalar con herramientas de corte estándar. Transfiere el calor entre GPU, VRM, memorias y chipsets sin dañar los materiales.",out of stock,new,210.15 MXN,https://catalogo.quantum-imports.com/?sku=WVR-DF-120-20-30,https://catalogo.quantum-imports.com/images/stejar/wvr-df-120-20-30.jpg,STEJAR,PAD TERMICO
WVR-DF-95-45-05,STEJAR THERMAL PAD 95X45X0.5MM 12.8 W/MK EXTREME ALTO RENDIMIENTO,"Pad térmico de alto rendimiento con conductividad térmica de 12.8 W/mK, no conductor de electricidad y no tóxico. Medida de 95x45 mm con espesor de 0.5 mm, fácil de cortar e instalar con herramientas de corte estándar. Transfiere el calor entre GPU, VRM, memorias y chipsets sin dañar los materiales.",in stock,new,134.53 MXN,https://catalogo.quantum-imports.com/?sku=WVR-DF-95-45-05,https://catalogo.quantum-imports.com/images/stejar/wvr-df-95-45-05.jpg,STEJAR,PAD TERMICO
WVR-DF-95-45-10,STEJAR THERMAL PAD 95X45X1.0MM 12.8 W/MK EXTREME ALTO RENDIMIENTO,"Pad térmico de alto rendimiento con conductividad térmica de 12.8 W/mK, no conductor de electricidad y no tóxico. Medida de 95x45 mm con espesor de 1.0 mm, fácil de cortar e instalar con herramientas de corte estándar. Transfiere el calor entre GPU, VRM, memorias y chipsets sin dañar los materiales.",in stock,new,166.62 MXN,https://catalogo.quantum-imports.com/?sku=WVR-DF-95-45-10,https://catalogo.quantum-imports.com/images/stejar/wvr-df-95-45-10.jpg,STEJAR,PAD TERMICO
WVR-DF-95-45-15,STEJAR THERMAL PAD 95X45X1.5MM 12.8 W/MK EXTREME ALTO RENDIMIENTO,"Pad térmico de alto rendimiento con conductividad térmica de 12.8 W/mK, no conductor de electricidad y no tóxico. Medida de 95x45 mm con espesor de 1.5 mm, fácil de cortar e instalar con herramientas de corte estándar. Transfiere el calor entre GPU, VRM, memorias y chipsets sin dañar los materiales.",in stock,new,198.72 MXN,https://catalogo.quantum-imports.com/?sku=WVR-DF-95-45-15,https://catalogo.quantum-imports.com/images/stejar/wvr-df-95-45-15.jpg,STEJAR,PAD TERMICO
WVR-DF-95-45-20,STEJAR THERMAL PAD 95X45X2.0MM 12.8 W/MK EXTREME ALTO RENDIMIENTO,"Pad térmico de alto rendimiento con conductividad térmica de 12.8 W/mK, no conductor de electricidad y no tóxico. Medida de 95x45 mm con espesor de 2.0 mm, fácil de cortar e instalar con herramientas de corte estándar. Transfiere el calor entre GPU, VRM, memorias y chipsets sin dañar los materiales.",in stock,new,215.86 MXN,https://catalogo.quantum-imports.com/?sku=WVR-DF-95-45-20,https://catalogo.quantum-imports.com/images/stejar/wvr-df-95-45-20.jpg,STEJAR,PAD TERMICO
WVR-DF-95-45-25,STEJAR THERMAL PAD 95X45X2.5MM 12.8 W/MK EXTREME ALTO RENDIMIENTO,"Pad térmico de alto rendimiento con conductividad térmica de 12.8 W/mK, no conductor de electricidad y no tóxico. Medida de 95x45 mm con espesor de 2.5 mm, fácil de cortar e instalar con herramientas de corte estándar. Transfiere el calor entre GPU, VRM, memorias y chipsets sin dañar los materiales.",in stock,new,205.31 MXN,https://catalogo.quantum-imports.com/?sku=WVR-DF-95-45-25,https://catalogo.quantum-imports.com/images/stejar/wvr-df-95-45-25.jpg,STEJAR,PAD TERMICO
WVR-DF-95-45-30,STEJAR THERMAL PAD 95X45X3.0MM 12.8 W/MK EXTREME ALTO RENDIMIENTO,"Pad térmico de alto rendimiento con conductividad térmica de 12.8 W/mK, no conductor de electricidad y no tóxico. Medida de 95x45 mm con espesor de 3.0 mm, fácil de cortar e instalar con herramientas de corte estándar. Transfiere el calor entre GPU, VRM, memorias y chipsets sin dañar los materiales.",in stock,new,258.95 MXN,https://catalogo.quantum-imports.com/?sku=WVR-DF-95-45-30,https://catalogo.quantum-imports.com/images/stejar/wvr-df-95-45-30.jpg,STEJAR,PAD TERMICO
WVR-DF-95-45-50,STEJAR THERMAL PAD 95X45X5.0MM 12.8 W/MK EXTREME ALTO RENDIMIENTO,"Pad térmico de alto rendimiento con conductividad térmica de 12.8 W/mK, no conductor de electricidad y no tóxico. Medida de 95x45 mm con espesor de 5.0 mm, fácil de cortar e instalar con herramientas de corte estándar. Transfiere el calor entre GPU, VRM, memorias y chipsets sin dañar los materiales.",in stock,new,297.86 MXN,https://catalogo.quantum-imports.com/?sku=WVR-DF-95-45-50,https://catalogo.quantum-imports.com/images/stejar/wvr-df-95-45-50.jpg,STEJAR,PAD TERMICO
VP-WVR-DF-120-20-05,STEJAR THERMAL PAD 120X20X0.5MM 12.8 W/MK EXTREME ALTO RENDIMIENTO VALUE PACK,"Pad térmico de alto rendimiento con conductividad térmica de 12.8 W/mK, no conductor de electricidad y no tóxico. Medida de 120x20 mm con espesor de 0.5 mm, fácil de cortar e instalar. Presentación Value Pack con mayor cantidad de piezas para transferir el calor en GPU, VRM, memorias y chipsets.",out of stock,new,212.13 MXN,https://catalogo.quantum-imports.com/?sku=VP-WVR-DF-120-20-05,https://catalogo.quantum-imports.com/images/stejar/vp-wvr-df-120-20-05.jpg,STEJAR,PAD TERMICO
VP-WVR-DF-120-20-10,STEJAR THERMAL PAD 120X20X1.0MM 12.8 W/MK EXTREME ALTO RENDIMIENTO VALUE PACK,"Pad térmico de alto rendimiento con conductividad térmica de 12.8 W/mK, no conductor de electricidad y no tóxico. Medida de 120x20 mm con espesor de 1.0 mm, fácil de cortar e instalar. Presentación Value Pack con mayor cantidad de piezas para transferir el calor en GPU, VRM, memorias y chipsets.",out of stock,new,243.65 MXN,https://catalogo.quantum-imports.com/?sku=VP-WVR-DF-120-20-10,https://catalogo.quantum-imports.com/images/stejar/vp-wvr-df-120-20-10.jpg,STEJAR,PAD TERMICO
VP-WVR-DF-120-20-15,STEJAR THERMAL PAD 120X20X1.5MM 12.8 W/MK EXTREME ALTO RENDIMIENTO VALUE PACK,"Pad térmico de alto rendimiento con conductividad térmica de 12.8 W/mK, no conductor de electricidad y no tóxico. Medida de 120x20 mm con espesor de 1.5 mm, fácil de cortar e instalar. Presentación Value Pack con mayor cantidad de piezas para transferir el calor en GPU, VRM, memorias y chipsets.",out of stock,new,274.34 MXN,https://catalogo.quantum-imports.com/?sku=VP-WVR-DF-120-20-15,https://catalogo.quantum-imports.com/images/stejar/vp-wvr-df-120-20-15.jpg,STEJAR,PAD TERMICO
VP-WVR-DF-120-20-20,STEJAR THERMAL PAD 120X20X2.0MM 12.8 W/MK EXTREME ALTO RENDIMIENTO VALUE PACK,"Pad térmico de alto rendimiento con conductividad térmica de 12.8 W/mK, no conductor de electricidad y no tóxico. Medida de 120x20 mm con espesor de 2.0 mm, fácil de cortar e instalar. Presentación Value Pack con mayor cantidad de piezas para transferir el calor en GPU, VRM, memorias y chipsets.",in stock,new,312.36 MXN,https://catalogo.quantum-imports.com/?sku=VP-WVR-DF-120-20-20,https://catalogo.quantum-imports.com/images/stejar/vp-wvr-df-120-20-20.jpg,STEJAR,PAD TERMICO
VP-WVR-DF-120-20-30,STEJAR THERMAL PAD 120X20X3.0MM 12.8 W/MK EXTREME ALTO RENDIMIENTO VALUE PACK,"Pad térmico de alto rendimiento con conductividad térmica de 12.8 W/mK, no conductor de electricidad y no tóxico. Medida de 120x20 mm con espesor de 3.0 mm, fácil de cortar e instalar. Presentación Value Pack con mayor cantidad de piezas para transferir el calor en GPU, VRM, memorias y chipsets.",in stock,new,375.89 MXN,https://catalogo.quantum-imports.com/?sku=VP-WVR-DF-120-20-30,https://catalogo.quantum-imports.com/images/stejar/vp-wvr-df-120-20-30.jpg,STEJAR,PAD TERMICO
VP-WVR-DF-95-45-05,STEJAR THERMAL PAD 95X45X0.5MM 12.8 W/MK EXTREME ALTO RENDIMIENTO VALUE PACK,"Pad térmico de alto rendimiento con conductividad térmica de 12.8 W/mK, no conductor de electricidad y no tóxico. Medida de 95x45 mm con espesor de 0.5 mm, fácil de cortar e instalar. Presentación Value Pack con mayor cantidad de piezas para transferir el calor en GPU, VRM, memorias y chipsets.",out of stock,new,228.61 MXN,https://catalogo.quantum-imports.com/?sku=VP-WVR-DF-95-45-05,https://catalogo.quantum-imports.com/images/stejar/vp-wvr-df-95-45-05.jpg,STEJAR,PAD TERMICO
VP-WVR-DF-95-45-10,STEJAR THERMAL PAD 95X45X1.0MM 12.8 W/MK EXTREME ALTO RENDIMIENTO VALUE PACK,"Pad térmico de alto rendimiento con conductividad térmica de 12.8 W/mK, no conductor de electricidad y no tóxico. Medida de 95x45 mm con espesor de 1.0 mm, fácil de cortar e instalar. Presentación Value Pack con mayor cantidad de piezas para transferir el calor en GPU, VRM, memorias y chipsets.",out of stock,new,302.03 MXN,https://catalogo.quantum-imports.com/?sku=VP-WVR-DF-95-45-10,https://catalogo.quantum-imports.com/images/stejar/vp-wvr-df-95-45-10.jpg,STEJAR,PAD TERMICO
VP-WVR-DF-95-45-15,STEJAR THERMAL PAD 95X45X1.5MM 12.8 W/MK EXTREME ALTO RENDIMIENTO VALUE PACK,"Pad térmico de alto rendimiento con conductividad térmica de 12.8 W/mK, no conductor de electricidad y no tóxico. Medida de 95x45 mm con espesor de 1.5 mm, fácil de cortar e instalar. Presentación Value Pack con mayor cantidad de piezas para transferir el calor en GPU, VRM, memorias y chipsets.",out of stock,new,334.35 MXN,https://catalogo.quantum-imports.com/?sku=VP-WVR-DF-95-45-15,https://catalogo.quantum-imports.com/images/stejar/vp-wvr-df-95-45-15.jpg,STEJAR,PAD TERMICO
VP-WVR-DF-95-45-20,STEJAR THERMAL PAD 95X45X2.0MM 12.8 W/MK EXTREME ALTO RENDIMIENTO VALUE PACK,"Pad térmico de alto rendimiento con conductividad térmica de 12.8 W/mK, no conductor de electricidad y no tóxico. Medida de 95x45 mm con espesor de 2.0 mm, fácil de cortar e instalar. Presentación Value Pack con mayor cantidad de piezas para transferir el calor en GPU, VRM, memorias y chipsets.",out of stock,new,363.58 MXN,https://catalogo.quantum-imports.com/?sku=VP-WVR-DF-95-45-20,https://catalogo.quantum-imports.com/images/stejar/vp-wvr-df-95-45-20.jpg,STEJAR,PAD TERMICO
VP-WVR-DF-95-45-30,STEJAR THERMAL PAD 95X45X3.0MM 12.8 W/MK EXTREME ALTO RENDIMIENTO VALUE PACK,"Pad térmico de alto rendimiento con conductividad térmica de 12.8 W/mK, no conductor de electricidad y no tóxico. Medida de 95x45 mm con espesor de 3.0 mm, fácil de cortar e instalar. Presentación Value Pack con mayor cantidad de piezas para transferir el calor en GPU, VRM, memorias y chipsets.",in stock,new,428.87 MXN,https://catalogo.quantum-imports.com/?sku=VP-WVR-DF-95-45-30,https://catalogo.quantum-imports.com/images/stejar/vp-wvr-df-95-45-30.jpg,STEJAR,PAD TERMICO
EC_WAPIES_STEJAR3,CAJA TOALLAS HUMEDA EXTREME CLEAN 3 PIEZAS DE ALCOHOL ISPROPÍLICO PARA LIMPIEZA DE PASTA TERMICA,Toallitas húmedas EXTREME CLEAN con alcohol isopropílico para limpiar y preparar la superficie antes de aplicar la pasta térmica. Retiran residuos de pasta anterior sin dañar los componentes. Caja con 3 piezas.,out of stock,new,54.52 MXN,https://catalogo.quantum-imports.com/?sku=EC_WAPIES_STEJAR3,https://catalogo.quantum-imports.com/images/stejar/ec_wapies_stejar3.jpg,STEJAR,TOALLITAS LIMPIADORAS
EC_WAPIES_STEJAR10,CAJA TOALLAS HUMEDA EXTREME CLEAN 10 PIEZAS DE ALCOHOL ISPROPÍLICO PARA LIMPIEZA DE PASTA TERMICA,Toallitas húmedas EXTREME CLEAN con alcohol isopropílico para limpiar y preparar la superficie antes de aplicar la pasta térmica. Retiran residuos de pasta anterior sin dañar los componentes. Caja con 10 piezas.,out of stock,new,76.28 MXN,https://catalogo.quantum-imports.com/?sku=EC_WAPIES_STEJAR10,https://catalogo.quantum-imports.com/images/stejar/ec_wapies_stejar10.jpg,STEJAR,TOALLITAS LIMPIADORAS
EC_WAPIES_STEJAR20,CAJA TOALLAS HUMEDA EXTREME CLEAN 20 PIEZAS DE ALCOHOL ISPROPÍLICO PARA LIMPIEZA DE PASTA TERMICA,Toallitas húmedas EXTREME CLEAN con alcohol isopropílico para limpiar y preparar la superficie antes de aplicar la pasta térmica. Retiran residuos de pasta anterior sin dañar los componentes. Caja con 20 piezas.,out of stock,new,107.05 MXN,https://catalogo.quantum-imports.com/?sku=EC_WAPIES_STEJAR20,https://catalogo.quantum-imports.com/images/stejar/ec_wapies_stejar20.jpg,STEJAR,TOALLITAS LIMPIADORAS
EC_WAPIES_STEJAR40,CAJA TOALLAS HUMEDA EXTREME CLEAN 40 PIEZAS DE ALCOHOL ISPROPÍLICO PARA LIMPIEZA DE PASTA TERMICA,Toallitas húmedas EXTREME CLEAN con alcohol isopropílico para limpiar y preparar la superficie antes de aplicar la pasta térmica. Retiran residuos de pasta anterior sin dañar los componentes. Caja con 40 piezas.,out of stock,new,147.50 MXN,https://catalogo.quantum-imports.com/?sku=EC_WAPIES_STEJAR40,https://catalogo.quantum-imports.com/images/stejar/ec_wapies_stejar40.jpg,STEJAR,TOALLITAS LIMPIADORAS
PT-X8-002,PASTA TERMICA POLARTHERM X-8 - 2G,"Pasta térmica PolarTherm X-8, de Thermal Grizzly, con base de aceite de silicona mezclada con polvo de óxido de aluminio y zinc, eléctricamente no conductora. Presentación de 2 g, opera de -50 a 150 °C y sirve para CPU y GPU en enfriamiento por aire o líquido. Su menor viscosidad facilita la aplicación, orientada a equipos de gama media y armados DIY.",in stock,new,107.73 MXN,https://catalogo.quantum-imports.com/?sku=PT-X8-002,https://catalogo.quantum-imports.com/images/polar/pt-x8-002.jpg?v3,POLAR THERM,PASTA TERMICA DE ALTO RENDIMIENTO
PT-X8-005,PASTA TERMICA POLARTHERM  X-8 - 5G,"Pasta térmica PolarTherm X-8, de Thermal Grizzly, con base de aceite de silicona mezclada con polvo de óxido de aluminio y zinc, eléctricamente no conductora. Presentación de 5 g, opera de -50 a 150 °C y sirve para CPU y GPU en enfriamiento por aire o líquido. Su menor viscosidad facilita la aplicación, orientada a equipos de gama media y armados DIY.",in stock,new,175.09 MXN,https://catalogo.quantum-imports.com/?sku=PT-X8-005,https://catalogo.quantum-imports.com/images/polar/pt-x8-005.jpg?v3,POLAR THERM,PASTA TERMICA DE ALTO RENDIMIENTO
PT-X8-010,PASTA TERMICA POLARTHERM  X-8 - 10G,"Pasta térmica PolarTherm X-8, de Thermal Grizzly, con base de aceite de silicona mezclada con polvo de óxido de aluminio y zinc, eléctricamente no conductora. Presentación de 10 g, opera de -50 a 150 °C y sirve para CPU y GPU en enfriamiento por aire o líquido. Su menor viscosidad facilita la aplicación, orientada a equipos de gama media y armados DIY.",in stock,new,275.83 MXN,https://catalogo.quantum-imports.com/?sku=PT-X8-010,https://catalogo.quantum-imports.com/images/polar/pt-x8-010.jpg?v3,POLAR THERM,PASTA TERMICA DE ALTO RENDIMIENTO
PT-X8-040,PASTA TERMICA POLARTHERM  X-8 - 40G,"Pasta térmica PolarTherm X-8, de Thermal Grizzly, con base de aceite de silicona mezclada con polvo de óxido de aluminio y zinc, eléctricamente no conductora. Presentación de 40 g para uso intensivo o de taller, opera de -50 a 150 °C y sirve para CPU y GPU en enfriamiento por aire o líquido. Su menor viscosidad facilita la aplicación, orientada a equipos de gama media y armados DIY.",in stock,new,670.37 MXN,https://catalogo.quantum-imports.com/?sku=PT-X8-040,https://catalogo.quantum-imports.com/images/polar/pt-x8-040.jpg,POLAR THERM,PASTA TERMICA DE ALTO RENDIMIENTO
PT-X10-002,PASTA TERMICA POLARTHERM  X-10 - 2G,"Pasta térmica PolarTherm X-10, de Thermal Grizzly, con fórmula mejorada de base de silicona y mayor concentración de óxido de aluminio y zinc, lo que le da más viscosidad y conductividad térmica que la X-8. Eléctricamente no conductora, opera de -50 a 150 °C y viene en presentación de 2 g. Diseñada para CPU de gama alta y GPU en enfriamiento por aire o líquido.",in stock,new,142.17 MXN,https://catalogo.quantum-imports.com/?sku=PT-X10-002,https://catalogo.quantum-imports.com/images/polar/pt-x10-002.jpg?v3,POLAR THERM,PASTA TERMICA DE ALTO RENDIMIENTO
PT-X10-005,PASTA TERMICA POLARTHERM  X-10 - 5G,"Pasta térmica PolarTherm X-10, de Thermal Grizzly, con fórmula mejorada de base de silicona y mayor concentración de óxido de aluminio y zinc, lo que le da más viscosidad y conductividad térmica que la X-8. Eléctricamente no conductora, opera de -50 a 150 °C y viene en presentación de 5 g. Diseñada para CPU de gama alta y GPU en enfriamiento por aire o líquido.",in stock,new,224.93 MXN,https://catalogo.quantum-imports.com/?sku=PT-X10-005,https://catalogo.quantum-imports.com/images/polar/pt-x10-005.jpg?v3,POLAR THERM,PASTA TERMICA DE ALTO RENDIMIENTO
PT-X10-010,PASTA TERMICA POLARTHERM  X-10 - 10G,"Pasta térmica PolarTherm X-10, de Thermal Grizzly, con fórmula mejorada de base de silicona y mayor concentración de óxido de aluminio y zinc, lo que le da más viscosidad y conductividad térmica que la X-8. Eléctricamente no conductora, opera de -50 a 150 °C y viene en presentación de 10 g. Diseñada para CPU de gama alta y GPU en enfriamiento por aire o líquido.",out of stock,new,305.28 MXN,https://catalogo.quantum-imports.com/?sku=PT-X10-010,https://catalogo.quantum-imports.com/images/polar/pt-x10-010.jpg,POLAR THERM,PASTA TERMICA DE ALTO RENDIMIENTO
PT-X10-040,PASTA TERMICA POLARTHERM  X-10 - 40G,"Pasta térmica PolarTherm X-10, de Thermal Grizzly, con fórmula mejorada de base de silicona y mayor concentración de óxido de aluminio y zinc, lo que le da más viscosidad y conductividad térmica que la X-8. Eléctricamente no conductora, opera de -50 a 150 °C y viene en presentación de 40 g para uso intensivo o de taller. Diseñada para CPU de gama alta y GPU en enfriamiento por aire o líquido.",in stock,new,713.50 MXN,https://catalogo.quantum-imports.com/?sku=PT-X10-040,https://catalogo.quantum-imports.com/images/polar/pt-x10-040.jpg?v3,POLAR THERM,PASTA TERMICA DE ALTO RENDIMIENTO
SEASONIC PRIME TX-1600 NOCTUA EDITION,NOCTUA FUENTE SEASONIC PRIME TX-1600 NOCTUA EDITION,"Fuente de poder de 1600W con certificación 80 PLUS Titanium y totalmente modular, basada en la plataforma insignia Seasonic PRIME TX. La Noctua Edition integra un ventilador NF-A12x25 y una rejilla optimizada con control semipasivo: opera sin ventilador hasta cerca del 50% de carga a temperatura ambiente típica y a 100% de carga se mantiene alrededor de 24 dB(A). Incluye soporte ATX 3.1 y PCIe 5.1, cables modulares con temática Noctua y 12 años de garantía Seasonic.",out of stock,new,12321.59 MXN,https://catalogo.quantum-imports.com/?sku=SEASONIC%20PRIME%20TX-1600%20NOCTUA%20EDITION,https://catalogo.quantum-imports.com/images/noctua/seasonic_prime_tx-1600_noctua_edition.jpg,NOCTUA,FUENTE PODER EDICION ESPECIAL
NT-H1 3.5g,NOCTUA PASTA TERMICA NT-H1 3.5 GRAMOS,"Compuesto térmico híbrido de alto rendimiento en presentación de 3.5 gramos, suficiente para alrededor de 3 a 20 aplicaciones según el tamaño del procesador. No es eléctricamente conductivo, por lo que no hay riesgo de cortocircuitos, y no requiere tiempo de curado tras la aplicación.",out of stock,new,208.98 MXN,https://catalogo.quantum-imports.com/?sku=NT-H1%203.5g,https://catalogo.quantum-imports.com/images/noctua/nt-h1_3_5g.jpg,NOCTUA,PASTA TERMICA DE ALTO RENDIMIENTO
NT-H1 3.5g SW-EDITION,NOCTUA PASTA TERMICA NT-H1 3.5g SW-EDITION,"Es el compuesto térmico NT-H1 en presentación de 3.5 gramos, en su edición SW (Spatula & Wipes). Además de la pasta incluye una espátula para esparcir manualmente el compuesto y tres toallitas de limpieza NA-CW1 para preparar la superficie y retirar residuos. Compuesto híbrido no conductivo y sin tiempo de curado.",out of stock,new,196.03 MXN,https://catalogo.quantum-imports.com/?sku=NT-H1%203.5g%20SW-EDITION,https://catalogo.quantum-imports.com/images/noctua/nt-h1_3_5g_sw-edition.jpg?v3,NOCTUA,PASTA TERMICA DE ALTO RENDIMIENTO
NT-H1 3.5g AM5 Edition,NOCTUA PASTA TERMICA NT-H1 3.5G AM5 EDITION,"Compuesto térmico NT-H1 de 3.5 gramos en edición AM5. Incluye el protector NA-TPG1, que evita que la pasta se acumule en las ranuras del disipador integrado de los procesadores AMD AM5 y mantiene limpio el CPU. Pasta híbrida no conductiva y sin tiempo de curado.",out of stock,new,194.94 MXN,https://catalogo.quantum-imports.com/?sku=NT-H1%203.5g%20AM5%20Edition,https://catalogo.quantum-imports.com/images/noctua/nt-h1_3_5g_am5_edition.jpg?v3,NOCTUA,PASTA TERMICA DE ALTO RENDIMIENTO
